time,open,high,low,close,volume,I,y,b,f,c,x
1640676180000,6.1846,6.1883,6.172,6.1728,20373,1640676239999,125902.4941,182,1350,8342.6067,0
1640676240000,6.172,6.179,6.1648,6.179,5424,1640676299999,33479.9513,95,4859,29993.7433,0
1640676300000,6.1823,6.1872,6.1791,6.1837,7351,1640676359999,45470.5679,45,2747,16992.8151,0
1640676360000,6.188,6.1931,6.1818,6.1838,1687,1640676419999,10432.7359,29,1551,9591.4785,0
1640676420000,6.1838,6.1908,6.1838,6.1882,887,1640676479999,5488.5667,16,593,3668.7758,0
1640676480000,6.1884,6.1894,6.1842,6.1842,309,1640676539999,1912.2419,9,127,785.9655,0
1640676540000,6.1819,6.1844,6.1781,6.1844,1622,1640676599999,10024.8638,23,359,2219.1045,0
1640676600000,6.184,6.184,6.1739,6.1742,1386,1640676659999,8561.4456,30,586,3618.1601,0
1640676660000,6.1743,6.182,6.174,6.1813,1689,1640676719999,10438.5132,27,1361,8411.9889,0
1640676720000,6.1745,6.1855,6.1745,6.183,2743,1640676779999,16958.501,42,2199,13594.6273,0
1640676780000,6.1791,6.1863,6.1753,6.1855,1097,1640676839999,6775.8869,22,777,4799.2673,0
1640676840000,6.1838,6.1838,6.1718,6.1734,803,1640676899999,4959.3291,29,308,1902.6509,0
1640676900000,6.1741,6.1753,6.17,6.1709,409,1640676959999,2525.1283,14,123,759.3437,0
1640676960000,6.1722,6.1802,6.1674,6.1802,4808,1640677019999,29677.0992,45,4691,28955.0184,0
1640677020000,6.1808,6.1808,6.1652,6.1652,1129,1640677079999,6968.4129,23,409,2526.0756,0
1640677080000,6.1652,6.1652,6.1602,6.1602,2144,1640677139999,13208.1539,49,235,1447.7823,0
1640677140000,6.1602,6.1608,6.1545,6.1606,5419,1640677199999,33373.9182,88,486,2993.1538,0
1640677200000,6.1587,6.1587,6.152,6.1534,1564,1640677259999,9626.535,37,701,4315.108,0
1640677260000,6.1543,6.155,6.1415,6.155,11470,1640677319999,70519.6248,151,734,4513.9936,0
1640677320000,6.1558,6.1659,6.1558,6.1639,828,1640677379999,5100.9813,25,244,1503.1796,0
1640677380000,6.1656,6.1672,6.1558,6.1672,3970,1640677439999,24465.4736,43,1141,7036.5301,0
1640677440000,6.1693,6.17,6.1645,6.1645,2493,1640677499999,15372.5947,21,495,3053.8189,0
1640677500000,6.1642,6.1763,6.1638,6.1743,2350,1640677559999,14501.3237,55,1407,8681.7678,0
1640677560000,6.1746,6.1785,6.1718,6.1718,1636,1640677619999,10105.6374,26,982,6066.4227,0
1640677620000,6.1764,6.1867,6.1744,6.1805,1249,1640677679999,7722.4653,56,838,5180.9284,0
1640677680000,6.186,6.1884,6.178,6.1826,2505,1640677739999,15491.0685,44,1974,12208.1975,0
1640677740000,6.1849,6.1872,6.1846,6.1849,331,1640677799999,2047.5589,8,264,1633.1538,0
1640677800000,6.1872,6.1927,6.182,6.188,3290,1640677859999,20363.064,45,3057,18922.3316,0
1640677860000,6.1888,6.192,6.1828,6.192,1919,1640677919999,11880.0665,14,1829,11323.3379,0
1640677920000,6.192,6.2056,6.192,6.2055,2728,1640677979999,16912.5469,125,1602,9932.1807,0
1640677980000,6.2001,6.2125,6.2001,6.2122,3060,1640678039999,19002.382,84,1670,10370.426,0
1640678040000,6.2124,6.2124,6.1995,6.2063,4680,1640678099999,29054.2515,36,1266,7854.4081,0
1640678100000,6.2062,6.2062,6.191,6.191,2163,1640678159999,13403.2543,38,107,662.7437,0
1640678160000,6.1903,6.1994,6.1893,6.1946,1068,1640678219999,6617.001,19,1025,6350.7469,0
1640678220000,6.2,6.2,6.1947,6.199,193,1640678279999,1195.9953,7,11,68.1889,0
1640678280000,6.1965,6.2,6.1882,6.1882,586,1640678339999,3630.8308,20,290,1796.7527,0
1640678340000,6.1944,6.2027,6.192,6.1938,2111,1640678399999,13078.0213,27,263,1631.2142,0
1640678400000,6.1954,6.1978,6.1835,6.1862,2366,1640678459999,14652.8232,46,2046,12673.2156,0
1640678460000,6.1876,6.1903,6.1813,6.1813,1243,1640678519999,7687.3599,23,586,3624.5076,0
1640678520000,6.1853,6.1903,6.1765,6.178,3245,1640678579999,20057.6669,41,1168,7224.1476,0
1640678580000,6.1834,6.1834,6.16,6.1601,3380,1640678639999,20849.1605,126,941,5803.7389,0
1640678640000,6.1603,6.1786,6.1603,6.1783,3854,1640678699999,23782.0258,39,2039,12576.894,0
1640678700000,6.175,6.175,6.1725,6.1742,2657,1640678759999,16402.9957,27,143,882.8499,0
1640678760000,6.1737,6.1761,6.1641,6.1689,1183,1640678819999,7300.068,25,463,2857.3904,0
1640678820000,6.1657,6.177,6.1657,6.1721,722,1640678879999,4453.8414,9,657,4052.6549,0
1640678880000,6.174,6.1867,6.174,6.1867,884,1640678939999,5465.7566,27,882,5453.4086,0
1640678940000,6.1864,6.1993,6.1864,6.1975,1047,1640678999999,6483.7208,61,477,2954.0904,0
1640679000000,6.1989,6.2027,6.1973,6.2023,2509,1640679059999,15555.5543,36,806,4996.9,0
1640679060000,6.2023,6.2216,6.1981,6.2144,6414,1640679119999,39847.9342,165,4193,26045.5417,0
1640679120000,6.221,6.2475,6.221,6.2435,24364,1640679179999,151808.8247,313,23087,143851.9005,0
1640679180000,6.2405,6.2457,6.2288,6.245,14639,1640679239999,91339.3418,114,5231,32604.4699,0
1640679240000,6.245,6.2511,6.2396,6.2489,8323,1640679299999,51990.5742,111,3877,24222.8181,0
1640679300000,6.2478,6.2523,6.2296,6.2482,11207,1640679359999,70002.1751,83,6360,39724.1202,0
1640679360000,6.2466,6.2508,6.2363,6.2395,4597,1640679419999,28699.6209,43,528,3297.5136,0
1640679420000,6.243,6.2448,6.2364,6.2369,710,1640679479999,4430.1866,24,523,3263.5259,0
1640679480000,6.2378,6.2378,6.2246,6.225,1876,1640679539999,11689.3424,37,326,2030.345,0
1640679540000,6.2308,6.2349,6.2269,6.233,4244,1640679599999,26439.9161,23,1507,9390.1663,0
1640679600000,6.2315,6.2379,6.22,6.22,2357,1640679659999,14678.5825,35,983,6125.5993,0
1640679660000,6.2213,6.2245,6.2134,6.2134,528,1640679719999,3283.4864,38,220,1368.6082,0
1640679720000,6.2154,6.2312,6.2153,6.2268,396,1640679779999,2463.9543,15,262,1629.1629,0
1640679780000,6.2291,6.2312,6.2169,6.2176,5207,1640679839999,32427.2521,31,2531,15769.4574,0
1640679840000,6.2185,6.2268,6.2177,6.2268,1692,1640679899999,10525.0621,23,1203,7484.0711,0
1640679900000,6.23,6.2312,6.2238,6.2266,1344,1640679959999,8369.1022,16,1212,7547.2762,0
1640679960000,6.2261,6.2292,6.2212,6.2254,4350,1640680019999,27085.3341,33,1834,11422.0018,0
1640680020000,6.2291,6.2343,6.2266,6.2343,8987,1640680079999,56007.6034,81,7741,48242.9808,0
1640680080000,6.233,6.2394,6.2247,6.2394,2263,1640680139999,14096.954,25,439,2736.8227,0
1640680140000,6.2394,6.24,6.233,6.2345,327,1640680199999,2039.3754,11,142,885.7549,0
1640680200000,6.231,6.2348,6.2292,6.2348,1685,1640680259999,10498.9565,22,606,3775.7883,0
1640680260000,6.2368,6.237,6.2268,6.237,3446,1640680319999,21475.9469,39,1266,7890.4048,0
1640680320000,6.2399,6.25,6.2399,6.25,2198,1640680379999,13725.9537,61,1091,6810.2668,0
1640680380000,6.2511,6.2523,6.2448,6.2448,2078,1640680439999,12986.1861,25,51,318.5835,0
1640680440000,6.242,6.242,6.2321,6.2393,3399,1640680499999,21202.7047,40,979,6104.7622,0
1640680500000,6.2359,6.2359,6.2269,6.2292,1646,1640680559999,10253.2697,30,1028,6404.1834,0
1640680560000,6.2343,6.2353,6.2263,6.2263,544,1640680619999,3389.1133,23,319,1987.612,0
1640680620000,6.2286,6.2339,6.2223,6.2252,1424,1640680679999,8868.6441,35,979,6098.4944,0
1640680680000,6.2278,6.2333,6.2245,6.2269,4340,1640680739999,27026.4765,30,564,3513.6726,0
1640680740000,6.2316,6.2435,6.2294,6.2433,855,1640680799999,5331.5547,24,625,3897.4383,0
1640680800000,6.243,6.2464,6.2392,6.2435,2404,1640680859999,15005.7798,33,1132,7065.8195,0
1640680860000,6.2467,6.2467,6.2386,6.2453,2625,1640680919999,16386.2565,22,116,724.499,0
1640680920000,6.24,6.2434,6.2363,6.2404,3160,1640680979999,19719.6334,35,2664,16624.7563,0
1640680980000,6.24,6.2426,6.2328,6.2423,1694,1640681039999,10562.554,25,1191,7426.663,0
1640681040000,6.2425,6.2425,6.2318,6.2324,1129,1640681099999,7040.4262,23,1006,6273.4434,0
1640681100000,6.232,6.2379,6.2269,6.2373,209,1640681159999,1302.3626,12,23,143.2966,0
1640681160000,6.2379,6.2484,6.2379,6.2458,3553,1640681219999,22193.1545,64,1076,6721.1665,0
1640681220000,6.2442,6.2463,6.238,6.238,1798,1640681279999,11224.0666,33,317,1979.0901,0
1640681280000,6.2413,6.2434,6.2393,6.2416,724,1640681339999,4518.8102,14,267,1666.5117,0
1640681340000,6.241,6.241,6.2344,6.238,2149,1640681399999,13404.4763,24,1414,8819.1353,0
1640681400000,6.2393,6.2457,6.2383,6.2418,3208,1640681459999,20019.829,28,579,3614.5495,0
1640681460000,6.2418,6.243,6.2288,6.2333,2481,1640681519999,15468.7533,43,1737,10831.572,0
1640681520000,6.2329,6.2398,6.2301,6.2323,3430,1640681579999,21388.891,29,2552,15916.728,0
1640681580000,6.2361,6.2371,6.2187,6.2187,1441,1640681639999,8973.7697,42,489,3046.6425,0
1640681640000,6.2187,6.2225,6.21,6.21,3129,1640681699999,19444.1624,79,1037,6446.8668,0
1640681700000,6.21,6.2111,6.2,6.2095,22353,1640681759999,138657.9435,142,5768,35810.7183,0
1640681760000,6.2121,6.2212,6.2114,6.2206,2171,1640681819999,13499.8918,40,1002,6230.2361,0
1640681820000,6.2211,6.2276,6.2198,6.2208,663,1640681879999,4125.8458,31,450,2800.9961,0
1640681880000,6.224,6.2372,6.224,6.2371,9034,1640681939999,56266.7822,72,8453,52649.057,0
1640681940000,6.2358,6.2386,6.2326,6.2335,370,1640681999999,2306.7651,13,73,455.3136,0
1640682000000,6.2345,6.2345,6.2261,6.2295,1167,1640682059999,7269.9211,27,566,3525.0613,0
1640682060000,6.2303,6.2352,6.2281,6.2339,2101,1640682119999,13096.8797,14,1847,11513.8991,0
1640682120000,6.2333,6.237,6.2265,6.2338,376,1640682179999,2344.1898,21,311,1939.1878,0
1640682180000,6.2291,6.2448,6.2291,6.243,1470,1640682239999,9171.7065,53,641,3997.6111,0
1640682240000,6.2444,6.2444,6.232,6.2343,5679,1640682299999,35414.0738,56,1360,8480.1812,0
1640682300000,6.2343,6.2447,6.2307,6.2447,16327,1640682359999,101874.6992,80,15056,93950.5287,0
1640682360000,6.2402,6.2438,6.2366,6.2438,1096,1640682419999,6838.6342,16,111,692.3556,0
1640682420000,6.2446,6.2614,6.2446,6.2612,2972,1640682479999,18579.124,178,2690,16816.1274,0
1640682480000,6.2604,6.2753,6.2602,6.266,5380,1640682539999,33736.0871,215,2906,18225.6757,0
1640682540000,6.265,6.2693,6.2599,6.2651,1363,1640682599999,8540.0913,29,630,3947.7335,0
1640682600000,6.266,6.266,6.2505,6.2559,3754,1640682659999,23497.2127,48,1529,9568.1355,0
1640682660000,6.2567,6.2649,6.25,6.2529,1608,1640682719999,10053.9527,21,251,1570.5938,0
1640682720000,6.256,6.256,6.2479,6.2523,1403,1640682779999,8770.6333,21,756,4726.8337,0
1640682780000,6.253,6.2611,6.2438,6.2438,5065,1640682839999,31687.0038,48,3122,19534.7641,0
1640682840000,6.2504,6.2504,6.2374,6.2374,1029,1640682899999,6424.1254,48,339,2116.8074,0
1640682900000,6.2371,6.2371,6.2086,6.2214,31990,1640682959999,198898.2428,279,1884,11726.7443,0
1640682960000,6.2217,6.2286,6.22,6.22,2331,1640683019999,14509.6043,35,1080,6724.6536,0
1640683020000,6.2243,6.227,6.2218,6.2264,263,1640683079999,1637.1688,11,87,541.3677,0
1640683080000,6.2268,6.2291,6.2086,6.21,1921,1640683139999,11949.3156,36,1204,7490.8965,0
1640683140000,6.2102,6.2163,6.2,6.2005,2595,1640683199999,16101.9311,117,1120,6948.3592,0
1640683200000,6.202,6.2095,6.2,6.2076,34523,1640683259999,214050.6141,190,2036,12628.1195,0
1640683260000,6.2111,6.2139,6.2059,6.2059,2827,1640683319999,17551.0419,33,801,4975.5711,0
1640683320000,6.2059,6.216,6.2059,6.2148,1889,1640683379999,11736.7232,21,1731,10755.2631,0
1640683380000,6.2161,6.2163,6.2081,6.2155,3045,1640683439999,18923.3389,26,332,2063.439,0
1640683440000,6.2145,6.2155,6.2104,6.2104,6225,1640683499999,38673.658,56,158,981.7237,0
1640683500000,6.2082,6.2205,6.2082,6.2125,977,1640683559999,6075.0311,33,922,5733.1036,0
1640683560000,6.2118,6.217,6.2008,6.217,2487,1640683619999,15440.3692,33,2084,12940.6216,0
1640683620000,6.2165,6.2265,6.2165,6.2229,2228,1640683679999,13864.3879,40,1853,11530.8199,0
1640683680000,6.2173,6.2234,6.2152,6.2195,1498,1640683739999,9314.5852,17,84,522.5392,0
1640683740000,6.2203,6.2271,6.2189,6.225,395,1640683799999,2458.3269,17,292,1817.4256,0
1640683800000,6.2202,6.2232,6.2146,6.2146,722,1640683859999,4488.085,10,70,435.5025,0
1640683860000,6.2138,6.2158,6.208,6.2102,2314,1640683919999,14372.1534,33,738,4584.0207,0
1640683920000,6.21,6.2124,6.207,6.212,2128,1640683979999,13215.7125,20,1790,11116.9702,0
1640683980000,6.2113,6.22,6.2113,6.22,2209,1640684039999,13738.5391,21,2086,12974.4679,0
1640684040000,6.22,6.2295,6.2199,6.2276,27817,1640684099999,173028.5567,97,27614,171764.4435,0
1640684100000,6.2273,6.2273,6.22,6.22,679,1640684159999,4224.8605,13,93,579.0691,0
1640684160000,6.2194,6.222,6.2081,6.2163,3482,1640684219999,21636.9562,33,327,2033.7041,0
1640684220000,6.2139,6.2139,6.1999,6.1999,8684,1640684279999,53896.15,65,3774,23436.696,0
1640684280000,6.2005,6.2142,6.2005,6.2111,4441,1640684339999,27566.3294,34,2531,15705.7231,0
1640684340000,6.2092,6.2112,6.2054,6.2091,2812,1640684399999,17457.5143,24,2559,15886.6907,0
1640684400000,6.209,6.21,6.1901,6.1901,2915,1640684459999,18069.6242,106,206,1277.66,0
1640684460000,6.19,6.1982,6.1882,6.1967,6436,1640684519999,39850.5833,56,2094,12971.0725,0
1640684520000,6.1983,6.2006,6.1883,6.1921,3655,1640684579999,22634.127,29,240,1487.4719,0
1640684580000,6.1882,6.1904,6.1725,6.1787,6362,1640684639999,39319.9266,203,1634,10097.0651,0
1640684640000,6.1748,6.186,6.1726,6.1838,3648,1640684699999,22550.0298,46,3206,19818.8138,0
1640684700000,6.1838,6.1927,6.1787,6.1927,1462,1640684759999,9040.0548,33,754,4662.2683,0
1640684760000,6.1893,6.1965,6.1887,6.1887,799,1640684819999,4948.712,23,563,3487.7273,0
1640684820000,6.1927,6.198,6.1857,6.1946,1602,1640684879999,9922.7138,24,800,4954.3944,0
1640684880000,6.1954,6.1993,6.1821,6.1892,2496,1640684939999,15455.6279,34,1072,6633.2641,0
1640684940000,6.1868,6.1868,6.1793,6.1817,394,1640684999999,2435.6518,15,130,803.7523,0
1640685000000,6.182,6.1843,6.165,6.165,48594,1640685059999,299854.9253,233,6722,41492.9351,0
1640685060000,6.1688,6.1815,6.1648,6.1803,6127,1640685119999,37837.0289,46,4744,29303.2507,0
1640685120000,6.1741,6.178,6.1675,6.1675,3635,1640685179999,22436.3472,23,1887,11647.6924,0
1640685180000,6.1711,6.1738,6.1488,6.1543,14902,1640685239999,91715.3138,251,9141,56252.691,0
1640685240000,6.1548,6.1676,6.1534,6.1674,2671,1640685299999,16450.1113,35,2000,12314.1715,0
1640685300000,6.1657,6.1657,6.1564,6.1611,2488,1640685359999,15331.1377,34,635,3912.5943,0
1640685360000,6.1625,6.1628,6.1563,6.1594,1653,1640685419999,10179.088,23,1170,7204.0253,0
1640685420000,6.1575,6.1686,6.1539,6.1638,3124,1640685479999,19252.8875,47,2672,16467.3037,0
1640685480000,6.1651,6.1769,6.1648,6.1719,13324,1640685539999,82237.5802,90,10200,62959.4693,0
1640685540000,6.17,6.17,6.1553,6.1562,3645,1640685599999,22461.3495,40,1077,6641.5297,0
1640685600000,6.1602,6.1794,6.1599,6.1737,2511,1640685659999,15492.8772,46,2080,12833.4603,0
1640685660000,6.1749,6.1765,6.1705,6.1753,2969,1640685719999,18331.7816,31,1811,11182.6382,0
1640685720000,6.1751,6.1803,6.1747,6.1747,1681,1640685779999,10386.5547,33,1023,6320.9665,0
1640685780000,6.1797,6.19,6.1777,6.1855,1457,1640685839999,9009.494,61,1150,7110.8598,0
1640685840000,6.1831,6.1879,6.1831,6.1858,529,1640685899999,3272.1052,8,64,395.7952,0
1640685900000,6.1855,6.1982,6.1855,6.1876,2315,1640685959999,14330.7083,73,1800,11142.0275,0
1640685960000,6.1893,6.1909,6.1828,6.185,4439,1640686019999,27466.3679,18,93,575.2253,0
1640686020000,6.1846,6.1892,6.1788,6.1815,7482,1640686079999,46270.9486,63,2219,13717.9671,0
1640686080000,6.1797,6.1797,6.1727,6.1772,639,1640686139999,3946.2764,24,398,2457.9755,0
1640686140000,6.1786,6.1786,6.1589,6.1667,10215,1640686199999,62950.0022,80,919,5671.9966,0
1640686200000,6.1604,6.1626,6.1113,6.1142,29651,1640686259999,181972.9667,586,12071,74063.3817,0
1640686260000,6.1135,6.1409,6.1042,6.1329,12161,1640686319999,74395.7809,174,8312,50848.1856,0
1640686320000,6.1368,6.1425,6.132,6.1352,2854,1640686379999,17518.3298,38,423,2597.252,0
1640686380000,6.14,6.1425,6.1275,6.1425,3567,1640686439999,21897.026,55,3008,18469.1802,0
1640686440000,6.1425,6.1426,6.1151,6.13,12026,1640686499999,73653.5065,105,6372,39018.325,0
1640686500000,6.1336,6.1473,6.1323,6.1442,4534,1640686559999,27830.3023,82,3847,23612.0982,0
1640686560000,6.1436,6.1487,6.1316,6.1319,20689,1640686619999,127048.0759,62,589,3621.0903,0
1640686620000,6.1386,6.15,6.137,6.1494,8615,1640686679999,52971.4494,59,7442,45762.3272,0
1640686680000,6.1493,6.1582,6.1493,6.1544,6596,1640686739999,40577.0242,112,4471,27499.4317,0
1640686740000,6.1519,6.1625,6.1502,6.1592,9550,1640686799999,58789.9499,90,3921,24148.7611,0
1640686800000,6.1585,6.1699,6.1585,6.1699,2747,1640686859999,16934.7208,81,1427,8798.5712,0
1640686860000,6.17,6.1706,6.1646,6.1671,2137,1640686919999,13184.4941,30,1986,12253.3527,0
1640686920000,6.1677,6.1677,6.1564,6.1579,3525,1640686979999,21720.778,24,224,1380.4138,0
1640686980000,6.1553,6.1597,6.1472,6.1511,4882,1640687039999,30040.0666,56,3414,21008.1089,0
1640687040000,6.1558,6.1668,6.155,6.155,3166,1640687099999,19497.3282,26,1494,9200.7849,0
1640687100000,6.1569,6.1713,6.155,6.1692,5801,1640687159999,35770.7023,47,826,5094.5912,0
1640687160000,6.1701,6.182,6.17,6.17,45078,1640687219999,278377.2049,253,42852,264629.9984,0
1640687220000,6.1755,6.1785,6.1681,6.1719,1299,1640687279999,8019.5097,19,297,1833.4336,0
1640687280000,6.1753,6.1779,6.1717,6.1723,4210,1640687339999,26007.8612,19,589,3637.8194,0
1640687340000,6.1772,6.1856,6.1755,6.1832,2383,1640687399999,14731.4533,53,1068,6601.4548,0
1640687400000,6.1797,6.1797,6.1717,6.173,2903,1640687459999,17926.0246,24,689,4253.1572,0
1640687460000,6.1728,6.1734,6.1637,6.1734,2796,1640687519999,17245.875,38,818,5048.2316,0
1640687520000,6.1755,6.1868,6.1739,6.1861,7075,1640687579999,43717.9419,47,6690,41337.7916,0
1640687580000,6.1867,6.1867,6.1717,6.1717,2664,1640687639999,16467.5502,41,938,5797.53,0
1640687640000,6.1674,6.176,6.1674,6.17,618,1640687699999,3815.0359,14,83,512.0398,0
1640687700000,6.17,6.1737,6.1622,6.1622,1391,1640687759999,8582.3324,38,556,3430.1229,0
1640687760000,6.1611,6.1645,6.1519,6.1626,1515,1640687819999,9328.2535,52,374,2302.715,0
1640687820000,6.1635,6.1666,6.1561,6.1561,431,1640687879999,2656.3928,13,186,1146.5284,0
1640687880000,6.1563,6.1614,6.154,6.1614,2058,1640687939999,12676.4245,17,1548,9536.6157,0
1640687940000,6.1614,6.1696,6.1612,6.1651,776,1640687999999,4783.2047,12,461,2842.2361,0
1640688000000,6.1588,6.1635,6.1556,6.1556,3106,1640688059999,19126.3767,29,211,1299.2745,0
1640688060000,6.1573,6.1734,6.1529,6.1702,2520,1640688119999,15528.0306,39,2032,12523.2578,0
1640688120000,6.1711,6.1711,6.1628,6.1672,1166,1640688179999,7191.4774,16,8,49.3688,0
1640688180000,6.1677,6.1677,6.1589,6.1589,663,1640688239999,4085.9287,16,100,616.672,0
1640688240000,6.1653,6.1741,6.1635,6.1662,2418,1640688299999,14916.1105,35,585,3607.9172,0
1640688300000,6.1692,6.1724,6.1677,6.1686,314,1640688359999,1937.0384,7,255,1572.9922,0
1640688360000,6.1686,6.1744,6.1686,6.1744,1335,1640688419999,8239.7258,14,1322,8159.5153,0
1640688420000,6.1744,6.1803,6.1744,6.1764,855,1640688479999,5282.4657,22,764,4720.1807,0
1640688480000,6.175,6.175,6.1622,6.169,2911,1640688539999,17947.1858,29,439,2708.4707,0
1640688540000,6.1693,6.1769,6.1662,6.1667,1272,1640688599999,7852.1972,20,616,3803.8105,0
1640688600000,6.173,6.1762,6.1662,6.1762,3359,1640688659999,20721.0345,31,1421,8767.8117,0
1640688660000,6.1757,6.18,6.1732,6.18,3057,1640688719999,18881.4736,33,1416,8749.4986,0
1640688720000,6.1756,6.1853,6.1755,6.1843,18929,1640688779999,116984.5655,80,18105,111891.6385,0
1640688780000,6.18,6.1801,6.175,6.1759,1008,1640688839999,6226.1823,22,532,3285.7831,0
1640688840000,6.1737,6.1843,6.1734,6.1778,1011,1640688899999,6246.5996,22,817,5047.7103,0
1640688900000,6.1763,6.1809,6.1719,6.1719,344,1640688959999,2124.26,14,145,895.6831,0
1640688960000,6.1719,6.1745,6.1703,6.1745,1104,1640689019999,6813.6922,15,619,3820.8232,0
1640689020000,6.1768,6.1861,6.1768,6.183,2098,1640689079999,12974.381,23,1538,9512.8394,0
1640689080000,6.1839,6.187,6.1826,6.187,128,1640689139999,791.8451,6,78,482.5423,0
1640689140000,6.187,6.187,6.1815,6.1856,1557,1640689199999,9629.8742,15,467,2887.7205,0
1640689200000,6.1863,6.217,6.1852,6.2153,8988,1640689259999,55718.0659,297,8665,53715.6478,0
1640689260000,6.2146,6.2265,6.2128,6.2145,14336,1640689319999,89174.5004,171,6823,42451.1741,0
1640689320000,6.2157,6.2224,6.2152,6.2224,690,1640689379999,4289.9999,21,690,4289.9999,0
1640689380000,6.2206,6.2208,6.2139,6.2139,1415,1640689439999,8794.6184,21,428,2659.9891,0
1640689440000,6.2197,6.2197,6.2174,6.2181,559,1640689499999,3475.9177,7,559,3475.9177,0
1640689500000,6.2224,6.2315,6.2179,6.2229,4777,1640689559999,29736.6453,89,4071,25340.9996,0
1640689560000,6.2187,6.2187,6.2051,6.2103,846,1640689619999,5253.4717,31,129,801.4811,0
1640689620000,6.2069,6.2104,6.195,6.2046,1964,1640689679999,12182.7824,64,964,5981.077,0
1640689680000,6.205,6.2066,6.1963,6.2063,1620,1640689739999,10051.3801,23,1389,8618.976,0
1640689740000,6.2,6.2045,6.1965,6.2045,808,1640689799999,5009.8853,12,631,3912.7576,0
1640689800000,6.1972,6.1972,6.1874,6.191,5323,1640689859999,32948.9197,83,1349,8352.4186,0
1640689860000,6.1918,6.1996,6.164,6.1961,48242,1640689919999,297987.6952,273,3557,22038.4389,0
1640689920000,6.1983,6.2043,6.1964,6.1967,1744,1640689979999,10812.48,45,872,5405.8119,0
1640689980000,6.1997,6.2096,6.1997,6.2096,8694,1640690039999,53925.1469,47,7969,49427.2215,0
1640690040000,6.2102,6.2158,6.2055,6.2095,1362,1640690099999,8461.3788,56,1124,6983.3151,0
1640690100000,6.21,6.2121,6.2036,6.2051,2977,1640690159999,18484.0101,24,68,422.318,0
1640690160000,6.2042,6.2189,6.2042,6.2174,2503,1640690219999,15552.9833,47,2091,12992.7594,0
1640690220000,6.2155,6.2196,6.2093,6.2126,1566,1640690279999,9729.058,15,100,621.4487,0
1640690280000,6.2155,6.2195,6.213,6.2195,1407,1640690339999,8744.3051,15,1403,8719.4407,0
1640690340000,6.2196,6.2292,6.2188,6.2263,2886,1640690399999,17958.1528,85,1374,8547.7647,0
1640690400000,6.2266,6.2415,6.2241,6.2415,8912,1640690459999,55563.2458,185,6780,42268.3859,0
1640690460000,6.2415,6.2571,6.2392,6.256,6033,1640690519999,37709.6415,182,3294,20588.6152,0
1640690520000,6.256,6.2679,6.2458,6.2679,4636,1640690579999,28998.0294,136,2737,17124.5795,0
1640690580000,6.2658,6.2875,6.265,6.2836,17356,1640690639999,108865.8203,271,14780,92700.7056,0
1640690640000,6.2799,6.2864,6.2666,6.2756,4229,1640690699999,26552.8766,43,3943,24759.0562,0
1640690700000,6.2722,6.2844,6.271,6.2841,6796,1640690759999,42669.8915,46,5811,36486.9915,0
1640690760000,6.2839,6.2844,6.2748,6.2748,1066,1640690819999,6696.0091,18,152,955.0929,0
1640690820000,6.28,6.2855,6.2776,6.2854,1173,1640690879999,7368.783,29,650,4083.1722,0
1640690880000,6.2842,6.2842,6.2734,6.2742,6630,1640690939999,41633.1707,39,719,4514.4994,0
1640690940000,6.2774,6.2793,6.2584,6.2584,2220,1640690999999,13920.1829,49,489,3067.1136,0
1640691000000,6.2584,6.2734,6.2584,6.2675,1001,1640691059999,6273.6659,28,259,1622.6059,0
1640691060000,6.2691,6.2863,6.2677,6.2852,5767,1640691119999,36194.1972,60,3889,24408.9641,0
1640691120000,6.2846,6.3116,6.2846,6.3116,20328,1640691179999,128214.218,379,16321,102941.535,0
1640691180000,6.3116,6.32,6.2963,6.3139,10485,1640691239999,66163.0453,201,6068,38303.8446,0
1640691240000,6.3142,6.3285,6.3087,6.3268,5151,1640691299999,32558.4322,154,3441,21753.6827,0
1640691300000,6.3268,6.3268,6.3081,6.3205,4005,1640691359999,25305.9167,68,959,6056.5501,0
1640691360000,6.3232,6.3369,6.3203,6.3369,25136,1640691419999,159107.2905,238,18613,117802.9866,0
1640691420000,6.3367,6.3562,6.3329,6.345,16323,1640691479999,103591.0466,356,8519,54067.2827,0
1640691480000,6.3463,6.3469,6.3296,6.3299,6132,1640691539999,38879.9529,69,840,5322.326,0
1640691540000,6.3366,6.35,6.3354,6.3431,3973,1640691599999,25200.403,71,1414,8968.4723,0
1640691600000,6.3388,6.3437,6.323,6.3253,2168,1640691659999,13726.7134,73,623,3945.766,0
1640691660000,6.33,6.3384,6.3275,6.3384,2004,1640691719999,12685.4795,28,1383,8753.8896,0
1640691720000,6.338,6.3402,6.3272,6.33,7644,1640691779999,48405.8865,65,762,4826.2302,0
1640691780000,6.33,6.335,6.3229,6.335,3687,1640691839999,23341.3061,33,3366,21309.8443,0
1640691840000,6.335,6.3453,6.3342,6.3453,4009,1640691899999,25405.9902,43,3625,22970.7436,0
1640691900000,6.3453,6.3453,6.3295,6.34,5680,1640691959999,35997.4193,46,2044,12951.738,0
1640691960000,6.34,6.35,6.34,6.3486,1064,1640692019999,6750.1492,35,900,5709.6471,0
1640692020000,6.3502,6.3514,6.345,6.345,7849,1640692079999,49809.7996,50,707,4489.1284,0
1640692080000,6.345,6.3562,6.345,6.3496,46113,1640692139999,293021.5107,154,10387,65991.7417,0
